Village,risque_moyen_2026,risque_max_2026,mois_pic_2026,Province,Détection tardive,Animal non attaché,Source d'eau contaminée,Infection non isolée
BAINGANE BAGUIRMI | DARADJA | BAILLI,0.0026008423452375433,0.004194818262218462,2026-07,CB,0.5,0.0,0.0,0.0
BOUMOU | TALLADE-MIANRO | BENOYE,0.002585327860289086,0.004672993759997564,2026-07,LOC,1.0,0.0,0.0,1.0
GOMBA | LARGANA | GUELENDENG,0.0025783052134566403,0.004194818262218462,2026-07,MKE,0.5,0.0,0.5,0.5
MESKENE KIM | LOUMIA | MANDELIA,0.0025773620530348744,0.00453249903441872,2026-08,CB,1.0,0.0,0.0,1.0
HILLE WENDI | BOUGOUMENE | MANDELIA,0.0025773620530348744,0.00453249903441872,2026-08,CB,1.0,0.0,0.0,0.0
MOURDOUMTI 1 | LARBA | DOURBALI,0.0025773620530348744,0.00453249903441872,2026-08,CB,0.0,0.0,0.0,0.0
KOUTMOUSSOURI | BOUGOUMENE | MANDELIA,0.0025773620530348744,0.00453249903441872,2026-08,CB,0.0,0.0,0.0,0.0
DJAWIA | BOUGOUMENE DOURBALI | DOURBALI,0.0025773620530348744,0.00453249903441872,2026-08,CB,0.0,0.0,0.0,0.0
ABORY MBARMA | ABBA LIMANE | GUELENDENG,0.0025688768455722415,0.004194818262218462,2026-07,MKE,0.0,0.5,0.0,0.0
ECOLE DE POLICE | KOUNDOUL | MANDELIA,0.0025346452693355247,0.004441376876507371,2026-08,CB,0.0,0.0,1.0,1.0
BARMI | KOUTOUN | LAI,0.0025324660955575594,0.005492192315311982,2026-08,Tandjile,1.0,0.0,1.0,1.0
TARADONA | MATABONO | BOUSSO,0.002518549364504644,0.003901804058390794,2026-07,CB,0.0,0.0,0.0,1.0
ARKAOU | BONGOR | BONGOR,0.0025148762321390455,0.0039023293113545653,2026-07,MKE,0.0,0.0,0.0,1.0
BODOGOL | BODOGOL | BONGOR,0.002507142569700496,0.004050125477886169,2026-08,MKE,1.0,0.0,0.0,1.0
LARGANA | LARGANA | GUELENDENG,0.0024980193209274523,0.0037721887917715334,2026-07,MKE,1.0,1.0,0.0,0.0
GORE IBI | MBARLET | KOUNO,0.0024980193209274523,0.0037721887917715334,2026-07,CB,0.0,1.0,0.0,0.0
BANGLAMA MASSA | BOGOMORO | BAILLI,0.0024980193209274523,0.0037721887917715334,2026-07,CB,0.0,1.0,0.0,1.0
NIELLIM SAKER | NIELLIM | KORBOL,0.0024980193209274523,0.0037721887917715334,2026-07,MC,0.0,1.0,0.0,0.0
SANANG | SANANG | GUELENDENG,0.0024980193209274523,0.0037721887917715334,2026-07,MKE,0.0,1.0,0.0,0.0
BEMBAYA | BALIMBA | BALIMBA,0.0024914465780796727,0.0055391804549850265,2026-08,MC,0.0,1.0,0.0,0.0
MEDE 3 SARA | MEDE | MANDELIA,0.002479651106833443,0.004360911303519085,2026-08,CB,0.0,0.0,0.0,0.0
DAMATA 3 | RAF | MANDELIA,0.002479651106833443,0.004360911303519085,2026-08,CB,0.0,1.0,0.0,0.0
MAINDE | RAF | MANDELIA,0.002462963804085093,0.004251273977344489,2026-08,CB,1.0,0.0,0.0,0.0
RAF JARDIN | RAF | MANDELIA,0.002462963804085093,0.004251273977344489,2026-08,CB,0.0,0.0,0.0,0.0
DOTOUMA | BOUROU EVANGELIQUE | BEBALEM,0.00245362422744711,0.004475813454292492,2026-07,LOC,0.0,1.0,0.0,0.0
GUELKOURA | TCHAOUEN | BENOYE,0.002439046584252739,0.004273405277132195,2026-07,LOC,0.0,1.0,0.0,0.0
GUELSAOU 2 | TCHAOUEN | BENOYE,0.002439046584252739,0.004273405277132195,2026-07,LOC,0.0,1.0,0.0,0.0
DOGUIRING | TCHAOUEN | BENOYE,0.002439046584252739,0.004273405277132195,2026-07,LOC,0.0,0.0,0.0,0.0
GUELMAR | TCHAOUEN | BENOYE,0.002439046584252739,0.004273405277132195,2026-07,LOC,0.0,0.0,0.0,0.0
SAWA GOGO | TCHAOUEN | BENOYE,0.0024319917950640793,0.004257871182710312,2026-07,LOC,0.0,0.5,0.5,0.5
KAGA 1 | DANAMADJI EST | DANAMADJI,0.002431986127314243,0.0032462911947879914,2026-09,MC,0.0,1.0,1.0,1.0
GUESSA DILIMDI 3 | TAMIO | BERE,0.0023903373529024167,0.004062248280975515,2026-07,Tandjile,1.0,1.0,1.0,1.0
MANTA | BEDAYA | BEDAYA,0.0023903373529024167,0.004062248280975515,2026-07,MDL,0.0,1.0,0.0,0.0
SAKOBANDA 2 | MAIBO | SARH,0.002380986751834863,0.0037964537183129334,2026-04,MC,0.0,0.5,0.0,0.0
BAHAWALIASSOU | AL-AFIA | MOULKOU,0.002376599948809188,0.0037651046147976048,2026-07,MKE,0.0,1.0,0.0,0.0
TOUGOUN3 | DJOUMANE | BONGOR,0.002376599948809188,0.0037651046147976048,2026-07,MKE,0.0,1.0,0.0,0.0
MALLOUM-NOUKOU | BOUGOURMARI | MASSENYA,0.0023668176530230907,0.004130594100371382,2026-07,CB,0.0,1.0,0.0,0.0
LAKI | MOULKOU | MOULKOU,0.0023556472860261747,0.0037651046147976048,2026-07,MKE,0.0,1.0,0.0,0.0
DIDIKSOU | BESME-KOLONG | KOLON,0.002349965010225522,0.004525104545695276,2026-08,Tandjile,1.0,0.0,0.0,1.0
BAIGANE 2 | BOGOMORO | BAILLI,0.0023475540110215972,0.0037651046147976048,2026-07,CB,0.0,0.0,0.0,0.0
MADJIMARA MEKOUNTI | MOURSAL | BAILLI,0.0023218178308783994,0.004781840060688237,2026-07,CB,0.0,1.0,0.0,0.0
CAMP SARA BORD | GAMBAROU | MANDELIA,0.0023192839096228125,0.00453249903441872,2026-08,CB,0.0,0.0,0.0,0.0
OBONO MARMAYE | GAMBAROU | MANDELIA,0.0023192839096228125,0.00453249903441872,2026-08,CB,0.0,0.0,0.0,0.0
MASSEDE | BOUROU EVANGELIQUE | BENOYE,0.002316762728712085,0.0035488163296836465,2026-07,LOC,0.0,1.0,0.0,0.0
SOUKOUA | BERE | GUELENDENG,0.002316762728712085,0.0035488163296836465,2026-07,MKE,0.0,0.0,0.0,0.0
GOMGARA | BERE | GUELENDENG,0.002316762728712085,0.0035488163296836465,2026-07,MKE,0.0,1.0,0.0,0.0
MOSSIO MASSA | BOGOMORO | BAILLI,0.0022877167909244943,0.0035488163296836465,2026-07,CB,0.0,0.0,0.0,0.0
MALOUMRI BORNO | BOGOMORO | BAILLI,0.0022877167909244943,0.0035488163296836465,2026-07,CB,0.0,0.0,0.0,0.0
DOMBOLO ARABE | BOGOMORO | BAILLI,0.0022877167909244943,0.0035488163296836465,2026-07,CB,0.0,0.0,0.0,0.0
MALOUMRI SARA | MALOUMRI | BAILLI,0.0022877167909244943,0.0035488163296836465,2026-07,CB,0.0,1.0,0.0,0.0
TCHIKAGA | MALOUMRI | BAILLI,0.0022877167909244943,0.0035488163296836465,2026-07,CB,0.0,1.0,0.0,0.0
WOURO-BIRIDJI 1 | BOURAM | MASSENYA,0.0022540865118288182,0.0036574731532102193,2026-07,CB,0.0,0.0,0.0,0.0
MIGOU | MAGAO | BILIAM-OURSI,0.002243746203651107,0.003998428319195633,2026-08,MKE,1.0,1.0,1.0,1.0
AMSIGANE | AL-ARDEP | ABOUDEIA,0.002240006272638607,0.0043778307738562075,2026-08,SLM,0.0,1.0,0.0,0.0
BALIMBA 1 | BALIMBA | BALIMBA,0.002240006272638607,0.0043778307738562075,2026-08,MC,1.0,1.0,0.0,0.0
ABBA LIMANE BORNO | ABBA LIMANE | GUELENDENG,0.002240006272638607,0.0043778307738562075,2026-08,MKE,0.0,0.0,0.0,0.0
ADELEBAYE | KACH-KACHA | AM TIMAN,0.002240006272638607,0.0043778307738562075,2026-08,SLM,0.0,1.0,0.0,0.0
MALAM | MASSAMBAGNE | HARAZE,0.002240006272638607,0.0043778307738562075,2026-08,SLM,0.0,1.0,0.0,0.0
BENDJIDITE | BOURAM | MASSENYA,0.002188919359374893,0.0036574731532102193,2026-07,CB,0.0,0.0,0.0,0.0
MAICONGO | NADILI | MOISSALA,0.0021840109567280576,0.002929149704616469,2026-09,MDL,0.0,0.0,0.0,1.0
KOIGNE | MICHETIR | HARAZE,0.0021746870051397253,0.004664940619586263,2026-07,SLM,0.0,1.0,1.0,1.0
LADJA | BOURAM | MASSENYA,0.002167243578318543,0.003581243562988899,2026-07,CB,0.0,0.0,0.0,0.0
DOGORE | TOUKRA | 9E ARRONDISSEMENT,0.002156931964165352,0.003651417063103347,2026-08,NDJ,0.0,0.0,0.0,0.0
KOUNDOUL | KOUNDOUL | MANDELIA,0.002156931964165352,0.003651417063103347,2026-08,CB,1.0,1.0,0.0,1.0
MAILAOU | LAI | LAI,0.0021562972295817422,0.004788821954046408,2026-08,Tandjile,0.0,1.0,0.0,0.0
15 ANS | LAI | LAI,0.0021562972295817422,0.004788821954046408,2026-08,Tandjile,0.0,1.0,0.0,0.0
GREKAKA | BOUGOURMARI | MASSENYA,0.002138342213120897,0.004664940619586263,2026-07,CB,0.0,1.0,0.0,1.0
BEDOGO | BEDOGO | DOBA,0.0020985750010113005,0.0039393477574713905,2026-08,LOGONE ORIENTAL,0.0,1.0,0.0,0.0
DASSA | TOUKRA 2 | 9E ARRONDISSEMENT,0.0020129668472992695,0.003305226984319956,2026-07,NDJ,1.0,1.0,1.0,1.0
GABRI | KOUNDOUL | MANDELIA,0.0020129668472992695,0.003305226984319956,2026-07,CB,0.0,1.0,0.0,0.0
AMBATTA | AMBATTA | N'DJAMENA SUD,0.0020129668472992695,0.003305226984319956,2026-07,NDJ,0.0,0.0,1.0,1.0
KOBE | TOUKRA | 9E ARRONDISSEMENT,0.001953369636087308,0.003054809158203156,2026-07,NDJ,1.0,0.0,1.0,1.0
AMDJOUDOUL | AMDJOUDOUL | MOURAYE,0.0018308599066202335,0.005414288996659181,2026-08,SLM,0.0,1.0,0.0,1.0
DJARABE 2 | DOBA AEROPORT | DOBA,0.001824370495111767,0.002893334273592157,2026-06,LOGONE ORIENTAL,0.0,1.0,0.0,0.0
CHOUKARA | MOURAYE | MOURAYE,0.0017455314405412962,0.004023933111227583,2026-07,SLM,0.0,1.0,0.0,1.0
LANDJOUA | BAILLI 2 | BAILLI,0.0016799063534990017,0.003689123685808226,2026-07,CB,0.0,1.0,0.0,0.0
DJER | MANGUEIGNE | HARAZE,0.0016799063534990017,0.003689123685808226,2026-07,SLM,0.0,1.0,0.0,0.0
KEMATA | KEMATA | SARH,0.0016594319143566159,0.003705120096659683,2026-07,MC,0.0,1.0,0.0,0.0
TOUKOUROUM | GABRI-NGOLO | LAI,0.0016594319143566159,0.003705120096659683,2026-07,Tandjile,0.0,0.0,1.0,1.0
NGONBA | NGONBA MASSA | 9E ARRONDISSEMENT,0.0016213251590822472,0.0039037775322647256,2026-09,NDJ,0.0,1.0,0.0,0.0
HILE BABAKAR | SIHEP | AM TIMAN,0.0016006369799577136,0.003564379917398946,2026-07,SLM,0.0,0.0,0.0,1.0
WALIA | WALIA EST | 9E ARRONDISSEMENT,0.0015505455713852132,0.0027392996483183653,2026-10,NDJ,0.0,1.0,0.0,0.0
TOUKRA MOUSGOUM | WALIA EST | 9E ARRONDISSEMENT,0.001524394346927846,0.002366207531347406,2026-09,NDJ,0.0,1.0,0.0,0.0
ABENA | ABENA | N'DJAMENA SUD,0.001524394346927846,0.002366207531347406,2026-09,NDJ,0.0,1.0,0.0,1.0
WALIA BARRIERE | WALIA EST | 9E ARRONDISSEMENT,0.001524394346927846,0.002366207531347406,2026-09,NDJ,0.0,1.0,1.0,1.0
DASSA | TOUKRA | 9E ARRONDISSEMENT,0.001524394346927846,0.002366207531347406,2026-09,NDJ,0.0,1.0,0.0,0.0
NGONBA SARA | NGONBA MARBA | 9E ARRONDISSEMENT,0.001524394346927846,0.002366207531347406,2026-09,NDJ,0.0,1.0,0.0,0.0
CHAGOUA | CHAGOUA | N'DJAMENA SUD,0.0014961433461566445,0.0024015957771574945,2026-09,NDJ,0.0,1.0,0.0,1.0
WALIA GARDOLET | WALIA ORDRE DE MALTE | 9E ARRONDISSEMENT,0.0014961433461566445,0.0024015957771574945,2026-09,NDJ,0.0,0.0,1.0,1.0
